patronyme,count
YANG,843
YE,256
YILDIRIM,628
YILDIZ,719
YILMAZ,1018
YON,298
YOU,265
YOUSFI,418
YU,285
YUNG,287
YVON,574
ZAIDI,331
ZAMORA,276
ZAOUI,567
ZEITOUN,487
ZELLER,261
ZERBIB,715
ZERROUKI,255
ZHANG,988
ZHAO,254
ZHENG,294
ZHOU,350
ZHU,254
ZIANE,300
ZIANI,428
ZIEGLER,656
ZIMMER,623
ZIMMERMANN,1200
ZITOUNI,457
ZOUAOUI,402
